location,measure,sample date,value
Achara,Nitrites,30-Jun-10,0.02432
Achara,Nitrites,08-Jul-10,0.0608
Achara,Nitrites,16-Jul-10,0.15808
Achara,Nitrites,12-Aug-10,0.0456
Achara,Nitrites,18-Aug-10,0.16112
Achara,Nitrites,09-Sep-10,0.13984
Achara,Nitrites,17-Sep-10,0.04256
Achara,Nitrites,14-Oct-10,0.0152
Achara,Nitrites,16-Oct-10,0.01216
Achara,Nitrites,22-Oct-10,0.02432
Achara,Nitrites,13-Nov-10,0.0304
Achara,Nitrites,19-Nov-10,0.03344
Achara,Nitrites,10-Dec-10,0.03952
Achara,Nitrites,11-Dec-10,0.02128
Achara,Nitrites,21-Jan-11,0.022
Achara,Nitrites,22-Jan-11,0.017
Achara,Nitrites,11-Feb-11,0.018
Achara,Nitrites,18-Feb-11,0.016
Achara,Nitrites,18-Mar-11,0.034
Achara,Nitrites,31-Mar-11,0.01
Achara,Nitrites,16-Apr-11,0.058
Achara,Nitrites,22-Apr-11,0.016
Achara,Nitrites,13-May-11,0.025
Achara,Nitrites,27-May-11,0.056
Achara,Nitrites,11-Jun-11,0.005
Achara,Nitrites,17-Jun-11,0.065
Achara,Nitrites,09-Jul-11,0.021
Achara,Nitrites,14-Jul-11,0.01
Achara,Nitrites,04-Aug-11,0.036
Achara,Nitrites,11-Aug-11,0.034
Achara,Nitrites,14-Sep-11,0.011
Achara,Nitrites,28-Sep-11,0.007
Achara,Nitrites,08-Oct-11,0.013
Achara,Nitrites,13-Oct-11,0.014
Achara,Nitrites,11-Nov-11,0.065
Achara,Nitrites,26-Nov-11,0.026
Achara,Nitrites,10-Dec-11,0.018
Achara,Nitrites,15-Dec-11,0.015
Achara,Nitrites,20-Jan-12,0.016
Achara,Nitrites,21-Jan-12,0.016
Achara,Nitrites,10-Feb-12,0.015
Achara,Nitrites,17-Feb-12,0.012
Achara,Nitrites,15-Mar-12,0.017
Achara,Nitrites,17-Mar-12,0.014
Achara,Nitrites,21-Apr-12,0.013
Achara,Nitrites,29-Apr-12,0.014
Achara,Nitrites,19-May-12,0.021
Achara,Nitrites,27-May-12,0.031
Achara,Nitrites,16-Jun-12,0.06
Achara,Nitrites,28-Jun-12,0.04
Achara,Nitrites,08-Jul-12,0.049
Achara,Nitrites,21-Jul-12,0.037
Achara,Nitrites,16-Aug-12,0.02
Achara,Nitrites,26-Aug-12,0.011
Achara,Nitrites,21-Sep-12,0.014
Achara,Nitrites,27-Sep-12,0.02
Achara,Nitrites,18-Oct-12,0.037
Achara,Nitrites,21-Oct-12,0.051
Achara,Nitrites,16-Nov-12,0.045
Achara,Nitrites,22-Nov-12,0.017
Achara,Nitrites,07-Dec-12,0.015
Achara,Nitrites,10-Dec-12,0.045
Achara,Nitrites,17-Jan-13,0.018
Achara,Nitrites,15-Feb-13,0.013
Achara,Nitrites,14-Mar-13,0.02
Achara,Nitrites,12-Apr-13,0.014
Achara,Nitrites,16-May-13,0.019
Achara,Nitrites,14-Jun-13,0.051
Achara,Nitrites,18-Jul-13,0.003
Achara,Nitrites,16-Aug-13,0.008
Achara,Nitrites,21-Sep-13,0.025
Achara,Nitrites,18-Oct-13,0.03
Achara,Nitrites,15-Nov-13,0.054
Achara,Nitrites,13-Dec-13,0.051
Achara,Nitrites,16-Jan-14,0.032
Achara,Nitrites,15-Feb-14,0.016
Achara,Nitrites,19-Mar-14,0.019
Achara,Nitrites,18-Apr-14,0.031
Achara,Nitrites,16-May-14,0.015
Achara,Nitrites,20-Jun-14,0.021
Achara,Nitrites,18-Jul-14,0.043
Achara,Nitrites,16-Aug-14,0.023
Achara,Nitrites,19-Sep-14,0.027
Achara,Nitrites,17-Oct-14,0.039
Achara,Nitrites,21-Nov-14,0.07
Achara,Nitrites,12-Dec-14,0.021
Achara,Nitrites,17-Jan-15,0.041
Achara,Nitrites,21-Feb-15,0.005
Achara,Nitrites,13-Mar-15,0.012
Achara,Nitrites,18-Apr-15,0.022
Achara,Nitrites,15-May-15,0.108
Achara,Nitrites,20-Jun-15,0.064
Achara,Nitrites,16-Jul-15,0.013
Achara,Nitrites,22-Aug-15,0.146
Achara,Nitrites,18-Sep-15,0.038
Achara,Nitrites,16-Oct-15,0.037
Achara,Nitrites,20-Nov-15,0.029
Achara,Nitrites,09-Dec-15,0.031
Achara,Nitrites,15-Jan-16,0.018
Achara,Nitrites,12-Feb-16,0.01
Achara,Nitrites,12-Mar-16,0.012
Achara,Nitrites,16-Apr-16,0.028
Achara,Nitrites,13-May-16,0.038
Achara,Nitrites,11-Jun-16,0.027
Achara,Nitrites,16-Jul-16,0.021
Achara,Nitrites,20-Aug-16,0.023
Achara,Nitrites,16-Sep-16,0.042
Achara,Nitrites,22-Oct-16,0.024
Achara,Nitrites,19-Nov-16,0.042
Achara,Nitrites,10-Dec-16,0.015
Achara,Organic nitrogen,15-Jan-09,0.61
Achara,Organic nitrogen,15-Jan-09,0
Achara,Organic nitrogen,13-Feb-09,0.311
Achara,Organic nitrogen,13-Feb-09,0.225
Achara,Organic nitrogen,19-Mar-09,0.266
Achara,Organic nitrogen,19-Mar-09,0.196
Achara,Organic nitrogen,17-Apr-09,0.423
Achara,Organic nitrogen,17-Apr-09,0.298
Achara,Organic nitrogen,17-May-09,0.838
Achara,Organic nitrogen,17-May-09,0.927
Achara,Organic nitrogen,12-Jun-09,0.221
Achara,Organic nitrogen,12-Jun-09,0.105
Achara,Organic nitrogen,11-Jul-09,0.599
Achara,Organic nitrogen,11-Jul-09,0.58
Achara,Organic nitrogen,13-Aug-09,0.61
Achara,Organic nitrogen,13-Aug-09,0.517
Achara,Organic nitrogen,10-Sep-09,0.674
Achara,Organic nitrogen,10-Sep-09,0.542
Achara,Organic nitrogen,11-Oct-09,0.418
Achara,Organic nitrogen,11-Oct-09,0.387
Achara,Organic nitrogen,19-Nov-09,0.997
Achara,Organic nitrogen,19-Nov-09,0.607
Achara,Organic nitrogen,10-Dec-09,0.261
Achara,Organic nitrogen,10-Dec-09,0
Achara,Organic nitrogen,16-Jan-10,0.36
Achara,Organic nitrogen,20-Feb-10,0.15
Achara,Organic nitrogen,21-Feb-10,0.15
Achara,Organic nitrogen,19-Mar-10,0.35
Achara,Organic nitrogen,07-Apr-10,0.53
Achara,Organic nitrogen,10-Apr-10,0.78
Achara,Organic nitrogen,16-Apr-10,0.46
Achara,Organic nitrogen,20-May-10,0.45
Achara,Organic nitrogen,17-Jun-10,0.39
Achara,Organic nitrogen,16-Jul-10,0.7
Achara,Organic nitrogen,12-Aug-10,0.77
Achara,Organic nitrogen,17-Sep-10,0.3
Achara,Organic nitrogen,14-Oct-10,2.12
Achara,Organic nitrogen,16-Oct-10,1.03
Achara,Organic nitrogen,22-Oct-10,1.96
Achara,Organic nitrogen,19-Nov-10,0.48
Achara,Organic nitrogen,11-Dec-10,0.24
Achara,Organic nitrogen,21-Jan-11,0
Achara,Organic nitrogen,22-Jan-11,0
Achara,Organic nitrogen,11-Feb-11,0
Achara,Organic nitrogen,18-Feb-11,0
Achara,Organic nitrogen,18-Mar-11,0
Achara,Organic nitrogen,31-Mar-11,0
Achara,Organic nitrogen,16-Apr-11,0
Achara,Organic nitrogen,22-Apr-11,0
Achara,Organic nitrogen,13-May-11,0
Achara,Organic nitrogen,27-May-11,0
Achara,Organic nitrogen,11-Jun-11,0
Achara,Organic nitrogen,17-Jun-11,0
Achara,Organic nitrogen,09-Jul-11,0
Achara,Organic nitrogen,14-Jul-11,0
Achara,Organic nitrogen,04-Aug-11,0
Achara,Organic nitrogen,11-Aug-11,0
Achara,Organic nitrogen,14-Sep-11,0
Achara,Organic nitrogen,28-Sep-11,0
Achara,Organic nitrogen,08-Oct-11,0
Achara,Organic nitrogen,13-Oct-11,0
Achara,Organic nitrogen,11-Nov-11,0
Achara,Organic nitrogen,26-Nov-11,0
Achara,Organic nitrogen,10-Dec-11,0
Achara,Organic nitrogen,15-Dec-11,0
Achara,Organic nitrogen,20-Jan-12,0.36
Achara,Organic nitrogen,21-Jan-12,0.41
Achara,Organic nitrogen,10-Feb-12,0.32
Achara,Organic nitrogen,17-Feb-12,0.55
Achara,Organic nitrogen,15-Mar-12,0.14
Achara,Organic nitrogen,17-Mar-12,0.17
Achara,Organic nitrogen,21-Apr-12,0.4
Achara,Organic nitrogen,29-Apr-12,0.32
Achara,Organic nitrogen,19-May-12,0.46
Achara,Organic nitrogen,27-May-12,0.18
Achara,Organic nitrogen,16-Jun-12,0
Achara,Organic nitrogen,28-Jun-12,0.12
Achara,Organic nitrogen,08-Jul-12,0.06
Achara,Organic nitrogen,21-Jul-12,0.47
Achara,Organic nitrogen,16-Aug-12,0.17
Achara,Organic nitrogen,26-Aug-12,0.11
Achara,Organic nitrogen,21-Sep-12,0.38
Achara,Organic nitrogen,27-Sep-12,0.1
Achara,Organic nitrogen,18-Oct-12,0.31
Achara,Organic nitrogen,21-Oct-12,0.04
Achara,Organic nitrogen,16-Nov-12,0.46
Achara,Organic nitrogen,22-Nov-12,0.07
Achara,Organic nitrogen,07-Dec-12,0.2
Achara,Organic nitrogen,10-Dec-12,0.27
Achara,Orthophosphate-phosphorus,15-Jan-09,0.1267
Achara,Orthophosphate-phosphorus,13-Feb-09,0.0133
Achara,Orthophosphate-phosphorus,19-Mar-09,0.0167
Achara,Orthophosphate-phosphorus,17-Apr-09,0.0992
Achara,Orthophosphate-phosphorus,17-May-09,0.225
Achara,Orthophosphate-phosphorus,12-Jun-09,0.1142
Achara,Orthophosphate-phosphorus,11-Jul-09,0.127
Achara,Orthophosphate-phosphorus,13-Aug-09,0.153
Achara,Orthophosphate-phosphorus,10-Sep-09,0.143
Achara,Orthophosphate-phosphorus,11-Oct-09,0.1173
Achara,Orthophosphate-phosphorus,19-Nov-09,0.2282
Achara,Orthophosphate-phosphorus,10-Dec-09,0.0684
Achara,Orthophosphate-phosphorus,16-Jan-10,0.2
Achara,Orthophosphate-phosphorus,11-Feb-10,0.15
Achara,Orthophosphate-phosphorus,20-Feb-10,0.1
Achara,Orthophosphate-phosphorus,21-Feb-10,0.09
Achara,Orthophosphate-phosphorus,13-Mar-10,0.16
Achara,Orthophosphate-phosphorus,19-Mar-10,0.1
Achara,Orthophosphate-phosphorus,07-Apr-10,0.14
Achara,Orthophosphate-phosphorus,08-Apr-10,0.16
Achara,Orthophosphate-phosphorus,10-Apr-10,0.25
Achara,Orthophosphate-phosphorus,16-Apr-10,0.29
Achara,Orthophosphate-phosphorus,15-May-10,0.09
Achara,Orthophosphate-phosphorus,20-May-10,0.15
Achara,Orthophosphate-phosphorus,17-Jun-10,0.11
Achara,Orthophosphate-phosphorus,30-Jun-10,0.09
Achara,Orthophosphate-phosphorus,08-Jul-10,0.11
Achara,Orthophosphate-phosphorus,16-Jul-10,0.22
Achara,Orthophosphate-phosphorus,12-Aug-10,0.26
Achara,Orthophosphate-phosphorus,18-Aug-10,0.45
Achara,Orthophosphate-phosphorus,09-Sep-10,0.16
Achara,Orthophosphate-phosphorus,17-Sep-10,0.27
Achara,Orthophosphate-phosphorus,14-Oct-10,0.45
Achara,Orthophosphate-phosphorus,16-Oct-10,0.53
Achara,Orthophosphate-phosphorus,22-Oct-10,0.14
Achara,Orthophosphate-phosphorus,13-Nov-10,0.28
Achara,Orthophosphate-phosphorus,19-Nov-10,0.46
Achara,Orthophosphate-phosphorus,10-Dec-10,0.21
Achara,Orthophosphate-phosphorus,11-Dec-10,0.29
Achara,Orthophosphate-phosphorus,21-Jan-11,0.028
Achara,Orthophosphate-phosphorus,22-Jan-11,0.075
Achara,Orthophosphate-phosphorus,11-Feb-11,0.061
Achara,Orthophosphate-phosphorus,18-Feb-11,0.063
Achara,Orthophosphate-phosphorus,18-Mar-11,0.042
Achara,Orthophosphate-phosphorus,31-Mar-11,0.031
Achara,Orthophosphate-phosphorus,16-Apr-11,0.174
Achara,Orthophosphate-phosphorus,22-Apr-11,0.064
Achara,Orthophosphate-phosphorus,13-May-11,0.135
Achara,Orthophosphate-phosphorus,27-May-11,0.152
Achara,Orthophosphate-phosphorus,11-Jun-11,0.089
Achara,Orthophosphate-phosphorus,17-Jun-11,0.196
Achara,Orthophosphate-phosphorus,09-Jul-11,0.13
Achara,Orthophosphate-phosphorus,14-Jul-11,0.058
Achara,Orthophosphate-phosphorus,04-Aug-11,0.138
Achara,Orthophosphate-phosphorus,11-Aug-11,0.146
Achara,Orthophosphate-phosphorus,14-Sep-11,0.061
Achara,Orthophosphate-phosphorus,28-Sep-11,0.089
Achara,Orthophosphate-phosphorus,08-Oct-11,0.027
Achara,Orthophosphate-phosphorus,13-Oct-11,0.085
Achara,Orthophosphate-phosphorus,11-Nov-11,0.05
Achara,Orthophosphate-phosphorus,26-Nov-11,0.146
Achara,Orthophosphate-phosphorus,10-Dec-11,0.054
Achara,Orthophosphate-phosphorus,15-Dec-11,0.039
Achara,Orthophosphate-phosphorus,20-Jan-12,0.059
Achara,Orthophosphate-phosphorus,21-Jan-12,0.053
Achara,Orthophosphate-phosphorus,10-Feb-12,0.052
Achara,Orthophosphate-phosphorus,17-Feb-12,0.02
Achara,Orthophosphate-phosphorus,15-Mar-12,0.055
Achara,Orthophosphate-phosphorus,17-Mar-12,0.019
Achara,Orthophosphate-phosphorus,21-Apr-12,0.044
Achara,Orthophosphate-phosphorus,29-Apr-12,0.081
Achara,Orthophosphate-phosphorus,19-May-12,0.027
Achara,Orthophosphate-phosphorus,27-May-12,0.021
Achara,Orthophosphate-phosphorus,16-Jun-12,0.145
Achara,Orthophosphate-phosphorus,28-Jun-12,0.058
Achara,Orthophosphate-phosphorus,08-Jul-12,0.114
Achara,Orthophosphate-phosphorus,21-Jul-12,0
Achara,Orthophosphate-phosphorus,16-Aug-12,0.057
Achara,Orthophosphate-phosphorus,26-Aug-12,0.045
Achara,Orthophosphate-phosphorus,21-Sep-12,0.02
Achara,Orthophosphate-phosphorus,27-Sep-12,0.126
Achara,Orthophosphate-phosphorus,18-Oct-12,0.047
Achara,Orthophosphate-phosphorus,21-Oct-12,0.043
Achara,Orthophosphate-phosphorus,16-Nov-12,0.053
Achara,Orthophosphate-phosphorus,22-Nov-12,0.026
Achara,Orthophosphate-phosphorus,07-Dec-12,0.032
Achara,Orthophosphate-phosphorus,10-Dec-12,0.231
Achara,Orthophosphate-phosphorus,17-Jan-13,0.051
Achara,Orthophosphate-phosphorus,15-Feb-13,0.007
Achara,Orthophosphate-phosphorus,14-Mar-13,0.008
Achara,Orthophosphate-phosphorus,12-Apr-13,0
Achara,Orthophosphate-phosphorus,16-May-13,0.012
Achara,Orthophosphate-phosphorus,14-Jun-13,0.045
Achara,Orthophosphate-phosphorus,18-Jul-13,0.038
Achara,Orthophosphate-phosphorus,16-Aug-13,0.018
Achara,Orthophosphate-phosphorus,21-Sep-13,0.034
Achara,Orthophosphate-phosphorus,18-Oct-13,0.022
Achara,Orthophosphate-phosphorus,15-Nov-13,0.018
Achara,Orthophosphate-phosphorus,13-Dec-13,0.029
Achara,Orthophosphate-phosphorus,16-Jan-14,0.02
Achara,Orthophosphate-phosphorus,15-Feb-14,0.018
Achara,Orthophosphate-phosphorus,19-Mar-14,0.014
Achara,Orthophosphate-phosphorus,18-Apr-14,0.024
Achara,Orthophosphate-phosphorus,16-May-14,0.009
Achara,Orthophosphate-phosphorus,20-Jun-14,0
Achara,Orthophosphate-phosphorus,18-Jul-14,0.03
Achara,Orthophosphate-phosphorus,16-Aug-14,0.024
Achara,Orthophosphate-phosphorus,19-Sep-14,0.027
Achara,Orthophosphate-phosphorus,17-Oct-14,0.065
Achara,Orthophosphate-phosphorus,21-Nov-14,0.026
Achara,Orthophosphate-phosphorus,12-Dec-14,0.02
Achara,Orthophosphate-phosphorus,17-Jan-15,0.025
Achara,Orthophosphate-phosphorus,21-Feb-15,0.013
Achara,Orthophosphate-phosphorus,13-Mar-15,0.012
Achara,Orthophosphate-phosphorus,18-Apr-15,0.024
Achara,Orthophosphate-phosphorus,15-May-15,0.017
Achara,Orthophosphate-phosphorus,20-Jun-15,0.23
Achara,Orthophosphate-phosphorus,16-Jul-15,0.023
Achara,Orthophosphate-phosphorus,22-Aug-15,0.068
Achara,Orthophosphate-phosphorus,18-Sep-15,0.1
Achara,Orthophosphate-phosphorus,16-Oct-15,0.038
Achara,Orthophosphate-phosphorus,20-Nov-15,0.024
Achara,Orthophosphate-phosphorus,09-Dec-15,0.012
Achara,Orthophosphate-phosphorus,15-Jan-16,0.016
Achara,Orthophosphate-phosphorus,12-Feb-16,0.012
Achara,Orthophosphate-phosphorus,12-Mar-16,0.011
Achara,Orthophosphate-phosphorus,16-Apr-16,0.068
Achara,Orthophosphate-phosphorus,13-May-16,0.03
Achara,Orthophosphate-phosphorus,11-Jun-16,0.037
Achara,Orthophosphate-phosphorus,16-Jul-16,0.044
Achara,Orthophosphate-phosphorus,20-Aug-16,0.025
Achara,Orthophosphate-phosphorus,16-Sep-16,0.051
Achara,Orthophosphate-phosphorus,22-Oct-16,0.034
Achara,Orthophosphate-phosphorus,19-Nov-16,0.079
Achara,Orthophosphate-phosphorus,10-Dec-16,0.022
Achara,Oxygen saturation,16-Jan-14,87
Achara,Oxygen saturation,15-Feb-14,106
Achara,Oxygen saturation,19-Mar-14,105
Achara,Oxygen saturation,18-Apr-14,82
Achara,Oxygen saturation,16-May-14,77
Achara,Oxygen saturation,20-Jun-14,93
Achara,Oxygen saturation,18-Jul-14,99
Achara,Oxygen saturation,16-Aug-14,105
Achara,Oxygen saturation,19-Sep-14,89
Achara,Oxygen saturation,17-Oct-14,104
Achara,Oxygen saturation,21-Nov-14,94
Achara,Oxygen saturation,12-Dec-14,83
Achara,Oxygen saturation,17-Jan-15,100
Achara,Oxygen saturation,21-Feb-15,99
Achara,Oxygen saturation,13-Mar-15,94
Achara,Oxygen saturation,18-Apr-15,99
Achara,Oxygen saturation,15-May-15,85
Achara,Oxygen saturation,20-Jun-15,88
Achara,Oxygen saturation,16-Jul-15,85
Achara,Oxygen saturation,22-Aug-15,88
Achara,Oxygen saturation,18-Sep-15,76
Achara,Oxygen saturation,16-Oct-15,82
Achara,Oxygen saturation,20-Nov-15,90
Achara,Oxygen saturation,09-Dec-15,92
Achara,Oxygen saturation,15-Jan-16,99
Achara,Oxygen saturation,12-Feb-16,90
Achara,Oxygen saturation,12-Mar-16,100
Achara,Oxygen saturation,16-Apr-16,94
Achara,Oxygen saturation,13-May-16,92
Achara,Oxygen saturation,11-Jun-16,125
Achara,Oxygen saturation,16-Jul-16,96
Achara,Oxygen saturation,20-Aug-16,93
Achara,Oxygen saturation,16-Sep-16,90
Achara,Oxygen saturation,22-Oct-16,87
Achara,Oxygen saturation,19-Nov-16,97
Achara,Oxygen saturation,10-Dec-16,94
Achara,"p,p-DDT",17-Jan-13,0
Achara,"p,p-DDT",15-Feb-13,0
Achara,"p,p-DDT",14-Mar-13,0
Achara,"p,p-DDT",12-Apr-13,0
Achara,"p,p-DDT",16-May-13,0
Achara,"p,p-DDT",14-Jun-13,0
Achara,"p,p-DDT",18-Jul-13,0
Achara,"p,p-DDT",16-Aug-13,0
Achara,"p,p-DDT",21-Sep-13,0
Achara,"p,p-DDT",18-Oct-13,0
Achara,"p,p-DDT",15-Nov-13,0
Achara,"p,p-DDT",13-Dec-13,0
Achara,"p,p-DDT",16-Jan-14,0
Achara,"p,p-DDT",15-Feb-14,0
Achara,"p,p-DDT",19-Mar-14,0
Achara,"p,p-DDT",18-Apr-14,0
Achara,"p,p-DDT",16-May-14,0
Achara,"p,p-DDT",20-Jun-14,0
Achara,"p,p-DDT",18-Jul-14,0
Achara,"p,p-DDT",16-Aug-14,0
Achara,"p,p-DDT",19-Sep-14,0
Achara,"p,p-DDT",17-Oct-14,0
Achara,"p,p-DDT",21-Nov-14,0
Achara,"p,p-DDT",12-Dec-14,0
Achara,"p,p-DDT",17-Jan-15,0
Achara,"p,p-DDT",21-Feb-15,0
Achara,"p,p-DDT",13-Mar-15,0
Achara,"p,p-DDT",18-Apr-15,0
Achara,"p,p-DDT",15-May-15,0
Achara,"p,p-DDT",20-Jun-15,0
Achara,"p,p-DDT",16-Jul-15,0
Achara,"p,p-DDT",22-Aug-15,0
Achara,"p,p-DDT",18-Sep-15,0
Achara,"p,p-DDT",16-Oct-15,0
Achara,"p,p-DDT",20-Nov-15,0
Achara,"p,p-DDT",09-Dec-15,0
Achara,"p,p-DDT",15-Jan-16,0
Achara,"p,p-DDT",12-Feb-16,0
Achara,"p,p-DDT",12-Mar-16,0
Achara,"p,p-DDT",16-Apr-16,0
Achara,"p,p-DDT",13-May-16,0
Achara,"p,p-DDT",11-Jun-16,0
Achara,"p,p-DDT",16-Jul-16,0
Achara,"p,p-DDT",20-Aug-16,0
Achara,"p,p-DDT",16-Sep-16,0
Achara,"p,p-DDT",22-Oct-16,0
Achara,"p,p-DDT",19-Nov-16,0
Achara,"p,p-DDT",10-Dec-16,0
Achara,Petroleum hydrocarbons,15-Jan-09,0.05
Achara,Petroleum hydrocarbons,13-Feb-09,0.033
Achara,Petroleum hydrocarbons,19-Mar-09,0.025
Achara,Petroleum hydrocarbons,17-Apr-09,0.01
Achara,Petroleum hydrocarbons,17-May-09,0.01
Achara,Petroleum hydrocarbons,12-Jun-09,0.01
Achara,Petroleum hydrocarbons,11-Jul-09,0.018
Achara,Petroleum hydrocarbons,18-Jul-09,0.065
Achara,Petroleum hydrocarbons,13-Aug-09,0.03
Achara,Petroleum hydrocarbons,10-Sep-09,0.01
Achara,Petroleum hydrocarbons,11-Oct-09,0.03
Achara,Petroleum hydrocarbons,19-Nov-09,0.02
Achara,Petroleum hydrocarbons,10-Dec-09,0.013
Achara,Petroleum hydrocarbons,17-Jan-15,0
Achara,Petroleum hydrocarbons,21-Feb-15,0
Achara,Petroleum hydrocarbons,13-Mar-15,0
Achara,Petroleum hydrocarbons,18-Apr-15,0
Achara,Petroleum hydrocarbons,15-May-15,0
Achara,Petroleum hydrocarbons,20-Jun-15,0
Achara,Petroleum hydrocarbons,16-Jul-15,0
Achara,Petroleum hydrocarbons,22-Aug-15,0
Achara,Petroleum hydrocarbons,18-Sep-15,0
Achara,Petroleum hydrocarbons,16-Oct-15,0.16
Achara,Petroleum hydrocarbons,20-Nov-15,0
Achara,Petroleum hydrocarbons,09-Dec-15,0
Achara,Petroleum hydrocarbons,15-Jan-16,0
Achara,Petroleum hydrocarbons,12-Feb-16,0
Achara,Petroleum hydrocarbons,12-Mar-16,0
Achara,Petroleum hydrocarbons,16-Apr-16,0
Achara,Petroleum hydrocarbons,13-May-16,0
Achara,Petroleum hydrocarbons,11-Jun-16,0
Achara,Petroleum hydrocarbons,16-Jul-16,0
Achara,Petroleum hydrocarbons,20-Aug-16,0
Achara,Petroleum hydrocarbons,16-Sep-16,0
Achara,Petroleum hydrocarbons,22-Oct-16,0
Achara,Petroleum hydrocarbons,19-Nov-16,0
Achara,Petroleum hydrocarbons,10-Dec-16,0
Achara,Potassium,16-Jan-14,4
Achara,Potassium,18-Apr-14,2.6
Achara,Potassium,20-Jun-14,2.4
Achara,Potassium,16-Aug-14,3.4
Achara,Potassium,17-Oct-14,4
Achara,Potassium,12-Dec-14,4.2
Achara,Potassium,21-Feb-15,2.6
Achara,Potassium,18-Apr-15,2.1
Achara,Potassium,20-Jun-15,3.2
Achara,Potassium,22-Aug-15,3.3
Achara,Potassium,16-Oct-15,4
Achara,Potassium,09-Dec-15,3.1
Achara,Potassium,12-Feb-16,2.3
Achara,Potassium,16-Apr-16,2.6
Achara,Potassium,11-Jun-16,2.6
Achara,Potassium,20-Aug-16,2.2
Achara,Potassium,22-Oct-16,2.6
Achara,Potassium,10-Dec-16,2.5
Achara,Silica (SiO2),20-Jan-12,9
Achara,Silica (SiO2),17-Feb-12,7.9
Achara,Silica (SiO2),17-Mar-12,8.2
Achara,Silica (SiO2),21-Apr-12,7.6
Achara,Silica (SiO2),19-May-12,9.6
Achara,Silica (SiO2),16-Jun-12,10.2
Achara,Silica (SiO2),21-Jul-12,8.8
Achara,Silica (SiO2),16-Aug-12,14.1
Achara,Silica (SiO2),21-Sep-12,6.2
Achara,Silica (SiO2),21-Oct-12,4.3
Achara,Silica (SiO2),16-Nov-12,9.3
Achara,Silica (SiO2),10-Dec-12,18.3
Achara,Sodium,15-Jan-09,10.9
Achara,Sodium,13-Feb-09,5.2
Achara,Sodium,19-Mar-09,6.2
Achara,Sodium,17-Apr-09,8
Achara,Sodium,16-Jan-14,16.5
Achara,Sodium,18-Apr-14,9.2
Achara,Sodium,20-Jun-14,5.7
Achara,Sodium,16-Aug-14,12
Achara,Sodium,17-Oct-14,13.8
Achara,Sodium,12-Dec-14,19.5
Achara,Sodium,21-Feb-15,8.6
Achara,Sodium,18-Apr-15,6.5
Achara,Sodium,20-Jun-15,6.7
Achara,Sodium,22-Aug-15,12.8
Achara,Sodium,16-Oct-15,14.8
Achara,Sodium,09-Dec-15,12.4
Achara,Sodium,12-Feb-16,8.3
Achara,Sodium,16-Apr-16,9
Achara,Sodium,11-Jun-16,8.7
Achara,Sodium,20-Aug-16,5.9
Achara,Sodium,22-Oct-16,8.5
Achara,Sodium,10-Dec-16,7.7
Achara,Sulphates,15-Jan-09,31.1
Achara,Sulphates,13-Feb-09,18.6
Achara,Sulphates,19-Mar-09,17.9
Achara,Sulphates,17-Apr-09,23.2
Achara,Sulphates,16-Jan-14,39.9
Achara,Sulphates,18-Apr-14,30.9
Achara,Sulphates,20-Jun-14,14.9
Achara,Sulphates,16-Aug-14,28.9
Achara,Sulphates,17-Oct-14,33.7
Achara,Sulphates,12-Dec-14,47
Achara,Sulphates,21-Feb-15,29.3
Achara,Sulphates,18-Apr-15,25.7
Achara,Sulphates,20-Jun-15,19.7
Achara,Sulphates,22-Aug-15,26.4
Achara,Sulphates,16-Oct-15,34.5
Achara,Sulphates,09-Dec-15,31.5
Achara,Sulphates,12-Feb-16,21.9
Achara,Sulphates,16-Apr-16,21.8
Achara,Sulphates,11-Jun-16,20.9
Achara,Sulphates,20-Aug-16,13
Achara,Sulphates,22-Oct-16,12.7
Achara,Sulphates,10-Dec-16,15.2
Achara,Total coliforms,15-Jan-09,16090
Achara,Total coliforms,13-Feb-09,175
Achara,Total coliforms,19-Mar-09,170
Achara,Total dissolved salts,15-Jan-09,206
Achara,Total dissolved salts,13-Feb-09,119
Achara,Total dissolved salts,19-Mar-09,236
Achara,Total dissolved salts,17-Apr-09,150
Achara,Total dissolved salts,17-May-09,199
Achara,Total dissolved salts,12-Jun-09,201
Achara,Total dissolved salts,11-Jul-09,174
Achara,Total dissolved salts,13-Aug-09,188
Achara,Total dissolved salts,10-Sep-09,176
Achara,Total dissolved salts,11-Oct-09,184
Achara,Total dissolved salts,19-Nov-09,218
Achara,Total dissolved salts,10-Dec-09,159
Achara,Total dissolved salts,16-Jan-14,224
Achara,Total dissolved salts,18-Apr-14,190
Achara,Total dissolved salts,20-Jun-14,125
Achara,Total dissolved salts,16-Aug-14,191
Achara,Total dissolved salts,17-Oct-14,222
Achara,Total dissolved salts,12-Dec-14,254
Achara,Total dissolved salts,15-Jan-16,176
Achara,Total dissolved salts,12-Feb-16,160
Achara,Total dissolved salts,12-Mar-16,163
Achara,Total dissolved salts,16-Apr-16,145
Achara,Total dissolved salts,13-May-16,154
Achara,Total dissolved salts,11-Jun-16,158
Achara,Total dissolved salts,16-Jul-16,164
Achara,Total dissolved salts,20-Aug-16,108
Achara,Total dissolved salts,16-Sep-16,152
Achara,Total dissolved salts,22-Oct-16,133
Achara,Total hardness,16-Jan-14,152.7
Achara,Total hardness,18-Apr-14,144.4
Achara,Total hardness,20-Jun-14,78.2
Achara,Total hardness,16-Aug-14,126.5
Achara,Total hardness,17-Oct-14,134.8
Achara,Total hardness,12-Dec-14,161.3
